9.663904471459015e-28	5.089118237066093e-32	-4.0
8.742889303379297e-5	1.3977987020003921	-4.003914845852556
9.663407163535369e-28	5.089390511615678e-32	-4.0
8.74296854150498e-5	1.3977987011238728	-4.003927556709002
1.154446214780736e-5	1.3459071723336393	-3.9999847038424536
1.1544516826035085e-5	1.3459070933654906	-3.9999847071302335
1.1544619899569434e-5	1.3459070332556011	-3.9999847007040454
1.1544811515432777e-5	1.3459069623276056	-3.9999846354776207
1.1545055105775488e-5	1.345906935044289	-3.999984656461726
1.1545317822726045e-5	1.3459069182273031	-3.9999846714919984
1.1545636652786602e-5	1.3459069026285677	-3.9999846959299075
1.154596422869373e-5	1.3459068928101514	-3.9999846850386995
1.1546455778853375e-5	1.345906908363398	-3.9999846986088143
1.154684928883218e-5	1.345906890034753	-3.999984693879812
1.1547496841464263e-5	1.3459068283078575	-3.99998468469385
1.1548043422993112e-5	1.3459067579448367	-3.9999847008098346
1.1548774890819378e-5	1.3459066195930525	-3.999984688999698
1.1549440479919951e-5	1.3459064800072447	-3.999984680621756
1.1550302595718366e-5	1.3459062886888338	-3.9999846663651235
1.1551167839746128e-5	1.3459060771615934	-3.999984654914543
1.1552112384350814e-5	1.3459058729371052	-3.999984712578988
1.155275851277804e-5	1.3459058138991369	-3.999984726035311
1.155365976036613e-5	1.3459058212166393	-3.9999846483868726
1.1554694222778002e-5	1.345905797331469	-3.9999846766491336
1.1555395042264932e-5	1.3459058188820223	-3.9999846835323543
1.1556385963525792e-5	1.3459058946033355	-3.999984660755637
1.1557209183286146e-5	1.3459059485841338	-3.9999846649002926
1.1558166423259007e-5	1.3459059787293506	-3.9999846211006553
1.1559234676509029e-5	1.3459060092119393	-3.999984661226664
1.1560032932667096e-5	1.3459060677126955	-3.999984683653764
1.1561000073542075e-5	1.3459061564658439	-3.999984668298172
1.156187732851988e-5	1.3459062057759184	-3.9999846605888565
1.1562952317833706e-5	1.3459062307827743	-3.9999846552220832
1.156387846647484e-5	1.3459062465905125	-3.9999846362184885
1.1564998756176756e-5	1.3459062821989076	-3.9999846119445506
1.1565931546100495e-5	1.3459063220592593	-3.999984664721025
1.156667500429556e-5	1.345906355689214	-3.99998464722174
1.1567646338636652e-5	1.3459064297834749	-3.9999846017987735
1.1568567442789471e-5	1.3459065451169758	-3.9999846456175177
1.1569377659288977e-5	1.3459066002674864	-3.999984640673828
1.1570286429294843e-5	1.3459066416036987	-3.999984671045399
1.1570903622919127e-5	1.3459066755692446	-3.999984670165107
1.157178102769551e-5	1.34590673766203	-3.9999846614594414
1.1572402978252076e-5	1.345906800659292	-3.9999846747732146
1.1573108929085493e-5	1.3459068714774687	-3.9999846461781
1.1573774080385014e-5	1.3459069034796578	-3.9999846411165394
1.1574423231249397e-5	1.3459068997100365	-3.9999846695218317
1.1574862957750027e-5	1.3459068830595902	-3.9999846488053157
1.1575391881796372e-5	1.3459068667085645	-3.999984600466036
1.1575851590077918e-5	1.345906885878594	-3.99998465388458
1.1576160514654818e-5	1.3459069117097255	-3.9999846449850534
1.1576485368737719e-5	1.3459069868488145	-3.9999846573513755
1.1576667764169507e-5	1.3459069889113893	-3.999984656946228
1.1576864405180058e-5	1.3459069101430083	-3.999984589354833
1.1577039722041448e-5	1.3459068650967287	-3.9999846397324323
1.1577109160095574e-5	1.3459067828955342	-3.9999846469407205
1.157713346505058e-5	1.345906626696104	-3.9999846662905356
1.157712730218674e-5	1.3459064405321608	-3.999984682459565
1.157709073738873e-5	1.3459061071467167	-3.9999846384170854
1.1576927568114976e-5	1.3459058339424645	-3.999984634580118
1.1576646501203645e-5	1.345905683287497	-3.999984700793616
1.1576356979131198e-5	1.3459056794454	-3.999984683314084
1.1575825740949133e-5	1.345905858898675	-3.999984635790433
1.1575250502763303e-5	1.3459059623377818	-3.9999846614914683
1.1574753270102543e-5	1.3459059982576538	-3.999984640315198
1.1574042246863595e-5	1.3459060095264492	-3.9999845950837276
1.1573345629620443e-5	1.3459060581032525	-3.9999846415474787
1.1572675135284359e-5	1.3459060753013028	-3.9999846292504393
1.1571724827602467e-5	1.3459060886202028	-3.999984597467857
1.1570794380423479e-5	1.3459061563484411	-3.999984631161698
1.1569875451722182e-5	1.3459062981968448	-3.9999846256551583
1.1568639290300793e-5	1.3459065888943968	-3.9999846155074876
1.156753302656252e-5	1.345906853540346	-3.999984651600815
1.15665025667782e-5	1.3459071086568937	-3.999984655795482
1.1565147663657808e-5	1.3459074615271214	-3.999984676639663
1.156413768937397e-5	1.3459076273927402	-3.9999846636281613
1.1562772664678462e-5	1.345907737619358	-3.999984665680275
1.1561830709879948e-5	1.3459077442294942	-3.999984672113734
